mois,region,authorType,depts,participants,refs,question,oui,non,vide,mots-cles,occurrences,type,link
janvier,La Réunion,Organisation à but non lucratif,974=2,2,2,Q200,no,no,no,"niveau=1,formation=1,faible=1,nombreux=1,sortants=1,système=1,éducatif=1,éducation=1,nationale=1",9,ou,solo
janvier,La Réunion,Organisation à but non lucratif,974=2,2,2,Q201,no,no,no,"niveau=1,formation=1,faible=1,nombreux=1,sortants=1,système=1,éducatif=1,éducation=1,nationale=1",9,ou,solo
janvier,La Réunion,Organisation à but non lucratif,974=2,2,2,Q202,no,no,no,"niveau=1,formation=1,faible=1,nombreux=1,sortants=1,système=1,éducatif=1,éducation=1,nationale=1",9,ou,solo
janvier,La Réunion,Organisation à but non lucratif,974=2,2,2,Q203,no,no,no,"niveau=1,formation=1,faible=1,nombreux=1,sortants=1,système=1,éducatif=1,éducation=1,nationale=1",9,ou,solo
janvier,La Réunion,Organisation à but non lucratif,974=2,2,2,Q189,no,no,no,"niveau=1,formation=1,faible=1,nombreux=1,sortants=1,système=1,éducatif=1,éducation=1,nationale=1",9,ou,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q169,no,no,no,"services=15,publics=7,communes=6,numérique=5,supprimer=5,service=5,fonctionnaires=5,devrait=5,chaque=4,échelons=4",61,ou,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q170,14,8,4,no,no,fe,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q171,no,no,no,"territoire=2,collectivités=2,grandes=2,fonctions=2,peuvent=2,national=2,l'éducation=2,public=2,région=2,justice=2",20,ou,Q170
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q204,11,11,4,no,no,fe,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q172,no,no,no,"français=5,l'étranger=4,france=3,services=3,minimum=2,consulats=2,éducation=2,police=1,justice=1,performantes=1",24,ou,Q204
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q174,no,no,no,"toutes=3,internet=3,permis=3,question=3,plateforme=2,citoyens=2,services=2,retard=2,sécurité=2,aucune=2",24,ou,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q175,11,11,4,no,no,fe,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q176,7,4,15,no,no,fe,Q175
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q177,no,no,no,"services=8,rendez-vous=4,passeport=3,agents=3,service=3,besoin=2,polyvalents=2,public=2,formation=2,qu'une=2",31,ou,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q178,no,no,no,"internet=3,impots=3,services=2,démarches=2,gestion=2,cartes=2,grises=2,constate=2,contact=2,communauté=2",22,ou,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q179,no,no,no,"service=6,services=3,nationale=3,devrait=3,l'éducation=2,doivent=2,l'étranger=2,pourtant=2,consulat=2,moyens=2",27,ou,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q180,18,4,4,no,no,fe,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q181,1,19,6,no,no,fe,Q180
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q182,no,no,no,"erreur=1,niveau=1,oublié=1,déclarer=1,enfant=1",5,ou,Q180
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q183,no,no,no,"l'étranger=4,permis=4,france=4,enfants=3,demande=3,conduire=3,parents=2,besoin=2,passeport=2,renouvellement=2",29,ou,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q184,10,7,9,no,no,fe,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q185,no,no,no,"pouvoir=2,doivent=2,démarches=2,réponse=2,latitude=1,positive=1,l'application=1,directive=1,souplesse=1,bénéfice=1",14,ou,Q184
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q186,19,1,6,no,no,fe,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q187,no,no,no,"formation=4,personnel=4,performance=4,fonctionnaires=4,administration=4,changement=3,droits=3,résultats=3,fonctionnaire=2,améliorer=2",33,ou,Q186
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q188,no,no,no,"commune=4,autres=4,territoire=3,ministeres=3,valeurs=3,niveau=3,services=2,nombre=2,question=2,territoires=2",28,ou,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q191,no,no,no,"formations=2,emploi=2,j'étais=1,l'informatique=1,étaient=1,efficaces=1,pertinent=1,ncider=1,besoins=1,marché=1",12,ou,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q192,no,no,no,"scolaire=2,enfants=2,pertinent=1,excellent=1,l'école=1,républicaine=1,interdisez=1,votent=1,d'envoyer=1,repale=1",12,ou,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q193,no,no,no,"emploi=5,aucune=3,formation=2,franchement=1,quelqu'un=1,puisse=1,rechercher=1,pertinent=1,financée=1,l'anpe=1",17,ou,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q194,no,no,no,"retraite=8,l'etat=3,carsat=2,caisse=2,encore=2,problème=2,racheté=1,trimestres=1,pertinent=1,besoin=1",23,ou,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q195,no,no,no,"fonctionne=2,obligatoire=2,l'état=2,l'étranger=2,gabegie=1,prétedue=1,médecine=1,libérale=1,parcours=1,nationaliser=1",14,ou,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q196,no,no,no,"disponible=2,pertinent=1,incapacite=1,grandissante=1,cherche=1,amenager=1,maison=1,parents=1,impossibilite=1,trouver=1",11,ou,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q198,no,no,no,"pertinent=1,d'acteurs=1,urssaf=1,caisse=1,retaites=1,sociétés=1,greffiers=1,goinfrent=1,malgré=1,réforme=1",10,ou,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q199,no,no,no,"pertinent=1,recruter=1,personnel=1,cabiner=1,d'avocats=1,félicitations=1,travail=1,médiocrité=1,ignorance=1,service=1",10,ou,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q200,no,no,no,"pertinent=1,administration=1,l'irresponsabilité=1,l'anonymat=1,formation=1,professionnelle=1,adminstration=1",7,ou,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q201,no,no,no,"charges=2,pertinent=1,système=1,chèques=1,emploi=1,permettant=1,sociales=1,beaucoup=1,facilement=1,personnel=1",11,ou,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q202,no,no,no,"pertinent=1,d'acteurs=1,urssaf=1,caisse=1,retaites=1,sociétés=1,d'activité=1,baisse=1,revenus=1,surtout=1",10,ou,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q203,no,no,no,pertinent=1,1,ou,solo
janvier,Né à l'étranger,Citoyen / Citoyenne,99=26,26,26,Q189,no,no,no,"niveau=4,qu'ils=4,services=3,publics=3,devrait=3,efficaces=2,dépenses=2,produits=2,personne=2,devraient=2",27,ou,solo
janvier,Né à l'étranger,,99=1,1,1,Q169,no,no,no,"simplification=1,clarification=1,administrés=1",3,ou,solo
janvier,Né à l'étranger,,99=1,1,1,Q170,0,1,0,no,no,fe,solo
janvier,Né à l'étranger,,99=1,1,1,Q171,no,no,no,"simplification=1,clarification=1,administrés=1",3,ou,Q170
janvier,Né à l'étranger,,99=1,1,1,Q204,1,0,0,no,no,fe,solo
janvier,Né à l'étranger,,99=1,1,1,Q172,no,no,no,"simplification=1,clarification=1,administrés=1",3,ou,Q204
janvier,Né à l'étranger,,99=1,1,1,Q174,no,no,no,"simplification=1,clarification=1,administrés=1",3,ou,solo
janvier,Né à l'étranger,,99=1,1,1,Q175,1,0,0,no,no,fe,solo
janvier,Né à l'étranger,,99=1,1,1,Q176,1,0,0,no,no,fe,Q175
janvier,Né à l'étranger,,99=1,1,1,Q177,no,no,no,"disposition=1,généralisée=1,mairie=1,postes=1,internet=1,dédiés=1,utiles=1,gratuits=1",8,ou,solo
janvier,Né à l'étranger,,99=1,1,1,Q178,no,no,no,"trésor=1,publique=1",2,ou,solo
janvier,Né à l'étranger,,99=1,1,1,Q179,no,no,no,"hospitalier=1,éducation=1",2,ou,solo
janvier,Né à l'étranger,,99=1,1,1,Q180,1,0,0,no,no,fe,solo
janvier,Né à l'étranger,,99=1,1,1,Q181,0,1,0,no,no,fe,Q180
janvier,Né à l'étranger,,99=1,1,1,Q182,no,no,no,"hospitalier=1,éducation=1",2,ou,Q180
janvier,Né à l'étranger,,99=1,1,1,Q183,no,no,no,"amende=1,pouvoir=1,contester=1,justifier=1,justificatifs=1,détenus=1,l'administration=1",7,ou,solo
janvier,Né à l'étranger,,99=1,1,1,Q184,1,0,0,no,no,fe,solo
janvier,Né à l'étranger,,99=1,1,1,Q185,no,no,no,"amende=1,pouvoir=1,contester=1,justifier=1,justificatifs=1,détenus=1,l'administration=1",7,ou,Q184
janvier,Né à l'étranger,,99=1,1,1,Q186,1,0,0,no,no,fe,solo
janvier,Né à l'étranger,,99=1,1,1,Q187,no,no,no,"carrière=2,connaissances=2,meilleure=1,répartition=1,stages=1,formation=1,l'ensemble=1,armées=1,élargissement=1,recrutement=1",12,ou,Q186
janvier,Né à l'étranger,,99=1,1,1,Q188,no,no,no,"administration=1,proximité=1,dispensant=1,formations=1,pédagogiques=1,d'utilisation=1,services=1,publics=1",8,ou,solo
janvier,Né à l'étranger,,99=1,1,1,Q191,no,no,no,"administration=1,proximité=1,dispensant=1,formations=1,pédagogiques=1,d'utilisation=1,services=1,publics=1",8,ou,solo
janvier,Né à l'étranger,,99=1,1,1,Q192,no,no,no,"mutation=2,etablissement=1,scolaire=1,rectorat=1,difficile=1,d'inscrire=1,enfant=1,délais=1,administrative=1,nécessité=1",11,ou,solo
janvier,Né à l'étranger,,99=1,1,1,Q193,no,no,no,"mutation=2,etablissement=1,scolaire=1,rectorat=1,difficile=1,d'inscrire=1,enfant=1,délais=1,administrative=1,nécessité=1",11,ou,solo
janvier,Né à l'étranger,,99=1,1,1,Q194,no,no,no,"création=1,plate-forme=1,présentant=1,situation=1,instant=1",5,ou,solo
janvier,Né à l'étranger,,99=1,1,1,Q195,no,no,no,"système=1,français=1,sécurité=1,sociale=1,quoique=1,procédurier=1,semble=1,normal=1,permet=1,remboursement=1",10,ou,solo
janvier,Né à l'étranger,,99=1,1,1,Q196,no,no,no,"lenteur=1,système=1,sérieux=1,l'accompagnement=1,collectivités=1,territoriales=1,problème=1,auxiliaires=1",8,ou,solo
janvier,Né à l'étranger,,99=1,1,1,Q198,no,no,no,"lenteur=1,système=1,sérieux=1,l'accompagnement=1,collectivités=1,territoriales=1,problème=1,auxiliaires=1",8,ou,solo
janvier,Né à l'étranger,,99=1,1,1,Q199,no,no,no,"lenteur=1,système=1,sérieux=1,l'accompagnement=1,collectivités=1,territoriales=1,problème=1,auxiliaires=1",8,ou,solo
janvier,Né à l'étranger,,99=1,1,1,Q200,no,no,no,"lenteur=1,système=1,sérieux=1,l'accompagnement=1,collectivités=1,territoriales=1,problème=1,auxiliaires=1",8,ou,solo
janvier,Né à l'étranger,,99=1,1,1,Q201,no,no,no,"lenteur=1,système=1,sérieux=1,l'accompagnement=1,collectivités=1,territoriales=1,problème=1,auxiliaires=1",8,ou,solo
janvier,Né à l'étranger,,99=1,1,1,Q202,no,no,no,"lenteur=1,système=1,sérieux=1,l'accompagnement=1,collectivités=1,territoriales=1,problème=1,auxiliaires=1",8,ou,solo
janvier,Né à l'étranger,,99=1,1,1,Q203,no,no,no,"lenteur=1,système=1,sérieux=1,l'accompagnement=1,collectivités=1,territoriales=1,problème=1,auxiliaires=1",8,ou,solo
janvier,Né à l'étranger,,99=1,1,1,Q189,no,no,no,"lenteur=1,système=1,sérieux=1,l'accompagnement=1,collectivités=1,territoriales=1,problème=1,auxiliaires=1",8,ou,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q169,no,no,no,"citoyens=1,représentés=1,proportionnelle=1,abaissement=1,majorité=1,transparence=1,rémunération=1,fonctionnaires=1,proche=1,français=1",10,ou,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q170,0,1,0,no,no,fe,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q171,no,no,no,"remonter=1,revendications=1,pouvoir=1,declencher=1,l'assemblée=1,sujets=1,données=1",7,ou,Q170
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q204,0,1,0,no,no,fe,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q172,no,no,no,"français=2,l'enseignement=1,l'étranger=1,étranger=1",5,ou,Q204
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q174,no,no,no,"internet=1,répond=1,questions=1,anglais=1",4,ou,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q175,0,1,0,no,no,fe,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q176,0,0,1,no,no,fe,Q175
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q177,no,no,no,"internet=1,répond=1,questions=1,anglais=1",4,ou,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q178,no,no,no,"l'impression=1,organisation=1,efficace=1",3,ou,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q179,no,no,no,"l'impression=1,organisation=1,efficace=1",3,ou,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q180,1,0,0,no,no,fe,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q181,0,1,0,no,no,fe,Q180
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q182,no,no,no,"l'impression=1,organisation=1,efficace=1",3,ou,Q180
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q183,no,no,no,"l'impression=1,organisation=1,efficace=1",3,ou,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q184,1,0,0,no,no,fe,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q185,no,no,no,"mettant=1,systèmes=1,retour=1,citoyens=1,d'ajustement=1,fonction=1",6,ou,Q184
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q186,1,0,0,no,no,fe,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q187,no,no,no,"faisant=1,fonctionnaires=1,aiment=1,métier=1,revoir=1,manager=1",6,ou,Q186
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q188,no,no,no,"toutes=1,démarches=1,internet=1,relais=1,villes=1,villages=1,arrivent=1,postes=1",8,ou,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q191,no,no,no,"toutes=1,démarches=1,internet=1,relais=1,villes=1,villages=1,arrivent=1,postes=1",8,ou,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q192,no,no,no,"français=2,j'habite=1,l'étranger=1,collèges=1,lycées=1,dommage=1",7,ou,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q193,no,no,no,"emploi=1,recherche=1,d'emploi=1,devraient=1,concentrer=1,partie=1,sociale=1,laisse=1,agences=1,privées=1",10,ou,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q194,no,no,no,"emploi=1,recherche=1,d'emploi=1,devraient=1,concentrer=1,partie=1,sociale=1,laisse=1,agences=1,privées=1",10,ou,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q195,no,no,no,"remboursement=1,personne=1,résident=1,d'europe=1,compliqué=1",5,ou,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q196,no,no,no,"remboursement=1,personne=1,résident=1,d'europe=1,compliqué=1",5,ou,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q198,no,no,no,"difficulté=1,entreprise=1,compare=1,l'angleterre=1,rapide=1",5,ou,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q199,no,no,no,"difficulté=1,entreprise=1,compare=1,l'angleterre=1,rapide=1",5,ou,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q200,no,no,no,"difficulté=1,entreprise=1,compare=1,l'angleterre=1,rapide=1",5,ou,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q201,no,no,no,"difficulté=1,entreprise=1,compare=1,l'angleterre=1,rapide=1",5,ou,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q202,no,no,no,"difficulté=1,entreprise=1,compare=1,l'angleterre=1,rapide=1",5,ou,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q203,no,no,no,"difficulté=1,entreprise=1,compare=1,l'angleterre=1,rapide=1",5,ou,solo
janvier,Né à l'étranger,Élu / élue et Institution,99=1,1,1,Q189,no,no,no,"difficulté=1,entreprise=1,compare=1,l'angleterre=1,rapide=1",5,ou,solo
janvier,Auvergne-Rhône-Alpes,Citoyen / Citoyenne,"15=94,26=328,38=771,42=343,43=130,63=396,69=1104,73=250,74=424,01=384,03=163,07=225",4612,4612,Q169,no,no,no,"communes=645,services=641,citoyens=471,fonctionnaires=461,nombre=440,supprimer=432,service=396,administrations=388,régions=364,l'etat=335",4573,ou,solo
janvier,Auvergne-Rhône-Alpes,Citoyen / Citoyenne,"15=94,26=328,38=771,42=343,43=130,63=396,69=1104,73=250,74=424,01=384,03=163,07=225",4612,4612,Q170,1576,1512,1524,no,no,fe,solo
janvier,Auvergne-Rhône-Alpes,Citoyen / Citoyenne,"15=94,26=328,38=771,42=343,43=130,63=396,69=1104,73=250,74=424,01=384,03=163,07=225",4612,4612,Q171,no,no,no,"collectivités=218,missions=185,régions=180,gestion=165,moyens=130,communes=119,l'etat=118,l'état=117,territoriales=112,niveau=110",1454,ou,Q170
janvier,Auvergne-Rhône-Alpes,Citoyen / Citoyenne,"15=94,26=328,38=771,42=343,43=130,63=396,69=1104,73=250,74=424,01=384,03=163,07=225",4612,4612,Q204,2211,1120,1281,no,no,fe,solo
janvier,Auvergne-Rhône-Alpes,Citoyen / Citoyenne,"15=94,26=328,38=771,42=343,43=130,63=396,69=1104,73=250,74=424,01=384,03=163,07=225",4612,4612,Q172,no,no,no,"services=418,service=197,publics=169,transports=141,internet=121,public=116,médecins=99,commun=88,personnes=85,manque=80",1514,ou,Q204
janvier,Auvergne-Rhône-Alpes,Citoyen / Citoyenne,"15=94,26=328,38=771,42=343,43=130,63=396,69=1104,73=250,74=424,01=384,03=163,07=225",4612,4612,Q174,no,no,no,"internet=592,services=316,démarches=288,toutes=223,personnes=163,service=161,pouvoir=113,administratives=111,aucune=87,citoyens=80",2134,ou,solo
janvier,Auvergne-Rhône-Alpes,Citoyen / Citoyenne,"15=94,26=328,38=771,42=343,43=130,63=396,69=1104,73=250,74=424,01=384,03=163,07=225",4612,4612,Q175,884,2330,1398,no,no,fe,solo
janvier,Auvergne-Rhône-Alpes,Citoyen / Citoyenne,"15=94,26=328,38=771,42=343,43=130,63=396,69=1104,73=250,74=424,01=384,03=163,07=225",4612,4612,Q176,670,309,3633,no,no,fe,Q175
janvier,Auvergne-Rhône-Alpes,Citoyen / Citoyenne,"15=94,26=328,38=771,42=343,43=130,63=396,69=1104,73=250,74=424,01=384,03=163,07=225",4612,4612,Q177,no,no,no,"services=382,publics=214,service=166,public=144,agents=110,personnes=85,internet=84,horaires=74,démarches=72,rendez-vous=63",1394,ou,solo
janvier,Auvergne-Rhône-Alpes,Citoyen / Citoyenne,"15=94,26=328,38=771,42=343,43=130,63=396,69=1104,73=250,74=424,01=384,03=163,07=225",4612,4612,Q178,no,no,no,"services=415,internet=307,service=224,démarches=141,impots=131,publics=131,public=105,sécurité=96,sociale=96,déclaration=88",1734,ou,solo
janvier,Auvergne-Rhône-Alpes,Citoyen / Citoyenne,"15=94,26=328,38=771,42=343,43=130,63=396,69=1104,73=250,74=424,01=384,03=163,07=225",4612,4612,Q179,no,no,no,"services=433,service=227,justice=213,nationale=210,emploi=169,l'éducation=146,pitaux=138,public=128,police=117,publics=113",1894,ou,solo
janvier,Auvergne-Rhône-Alpes,Citoyen / Citoyenne,"15=94,26=328,38=771,42=343,43=130,63=396,69=1104,73=250,74=424,01=384,03=163,07=225",4612,4612,Q180,2573,693,1346,no,no,fe,solo
janvier,Auvergne-Rhône-Alpes,Citoyen / Citoyenne,"15=94,26=328,38=771,42=343,43=130,63=396,69=1104,73=250,74=424,01=384,03=163,07=225",4612,4612,Q181,227,2630,1755,no,no,fe,Q180
janvier,Auvergne-Rhône-Alpes,Citoyen / Citoyenne,"15=94,26=328,38=771,42=343,43=130,63=396,69=1104,73=250,74=424,01=384,03=163,07=225",4612,4612,Q182,no,no,no,"déclaration=102,erreur=41,l'erreur=37,revenus=31,revenu=20,paiement=19,l'administration=14,retard=14,j'avais=14,pénalité=13",305,ou,Q180
janvier,Auvergne-Rhône-Alpes,Citoyen / Citoyenne,"15=94,26=328,38=771,42=343,43=130,63=396,69=1104,73=250,74=424,01=384,03=163,07=225",4612,4612,Q183,no,no,no,"demande=195,déclaration=123,permis=115,dossier=111,documents=96,règles=92,l'administration=79,exemple=77,remplir=76,travaux=75",1039,ou,solo
janvier,Auvergne-Rhône-Alpes,Citoyen / Citoyenne,"15=94,26=328,38=771,42=343,43=130,63=396,69=1104,73=250,74=424,01=384,03=163,07=225",4612,4612,Q184,2046,723,1843,no,no,fe,solo
janvier,Auvergne-Rhône-Alpes,Citoyen / Citoyenne,"15=94,26=328,38=771,42=343,43=130,63=396,69=1104,73=250,74=424,01=384,03=163,07=225",4612,4612,Q185,no,no,no,"fonctionnaires=165,terrain=157,pouvoir=149,qu'ils=108,fonctionnaire=102,donner=84,services=80,travail=80,confiance=75,décision=71",1071,ou,Q184
janvier,Auvergne-Rhône-Alpes,Citoyen / Citoyenne,"15=94,26=328,38=771,42=343,43=130,63=396,69=1104,73=250,74=424,01=384,03=163,07=225",4612,4612,Q186,2493,254,1865,no,no,fe,solo
janvier,Auvergne-Rhône-Alpes,Citoyen / Citoyenne,"15=94,26=328,38=771,42=343,43=130,63=396,69=1104,73=250,74=424,01=384,03=163,07=225",4612,4612,Q187,no,no,no,"fonctionnaires=511,formation=364,service=235,services=203,agents=188,travail=176,l'administration=175,fonction=152,public=149,supprimer=147",2300,ou,Q186
janvier,Auvergne-Rhône-Alpes,Citoyen / Citoyenne,"15=94,26=328,38=771,42=343,43=130,63=396,69=1104,73=250,74=424,01=384,03=163,07=225",4612,4612,Q188,no,no,no,"services=428,territoires=344,publics=209,communes=194,territoire=167,citoyens=154,collectivités=143,service=136,terrain=125,moyens=111",2011,ou,solo
